,Company.CIK,Target.Company,Switch.Date,Event__,Filer.CIK,Date.of.13g,Switcher,INDEX_URL,EDGAR_LINK__,SIC,state_of_INC
603692,62996,MASCO CORP DE ,4/11/2002,601,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000018.txt,2430,DE
603722,103973,VULCAN MATERIALS CO ,4/11/2002,601,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000021-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000021.txt,1400,NJ
606252,4962,AMERICAN EXPRESS CO ,4/11/2002,601,1036325,3/6/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000023-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000023.txt,6199,NY
606492,912893,CENTERPOINT PROPERTIES TRUST ,4/11/2002,601,1036325,3/8/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000024.txt,6798,MD
607992,821189,EOG RESOURCES INC ,4/11/2002,601,1036325,3/20/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000025-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000025.txt,1311,DE
609622,862510,TRANSATLANTIC HOLDINGS INC ,4/11/2002,601,1036325,4/10/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000026-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000026.txt,6331,DE
1700,862510,TRANSATLANTIC__HOLDINGS__INC,4/11/2002,601,1036325,NA,davis selected advisers,NA,NA,0,0
536283,912893,CENTERPOINT PROPERTIES TRUST ,6/14/2011,602,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500012-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500012.txt,6798,MD
536293,912893,CENTERPOINT PROPERTIES TRUST ,6/14/2011,602,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500013-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500013.txt,6798,MD
536303,895648,GENERAL GROWTH PROPERTIES INC ,6/14/2011,602,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500014-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500014.txt,6798,DE
536313,734198,COSTCO CO INC ,6/14/2011,602,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500015-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500015.txt,5331,WA
536323,42293,GOLDEN WEST FINANCIAL CORP DE ,6/14/2011,602,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500016-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500016.txt,6035,DE
536333,354964,HOUSEHOLD INTERNATIONAL INC ,6/14/2011,602,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500017-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500017.txt,6141,DE
536343,916076,MARTIN MARIETTA MATERIALS INC ,6/14/2011,602,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500019-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500019.txt,1400,NC
536353,745448,METALDYNE CORP ,6/14/2011,602,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500020-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500020.txt,3714,DE
536363,745448,METALDYNE CORP ,6/14/2011,602,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500021-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500021.txt,3714,DE
536373,103973,VULCAN MATERIALS CO ,6/14/2011,602,1036325,2/28/2001,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500025-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-01-500025.txt,1400,NJ
601483,315293,AON CORP ,6/14/2011,602,1036325,2/15/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000010.txt,6321,DE
601493,734198,COSTCO CO INC ,6/14/2011,602,1036325,2/15/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000012.txt,5331,WA
603653,895648,GENERAL GROWTH PROPERTIES INC ,6/14/2011,602,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000014.txt,6798,DE
603663,42293,GOLDEN WEST FINANCIAL CORP DE ,6/14/2011,602,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000015-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000015.txt,6035,DE
603673,354964,HOUSEHOLD INTERNATIONAL INC ,6/14/2011,602,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000016.txt,6141,DE
603683,54502,KINDER MORGAN INC ,6/14/2011,602,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000017.txt,4923,KS
603693,62996,MASCO CORP DE ,6/14/2011,602,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000018.txt,2430,DE
603723,103973,VULCAN MATERIALS CO ,6/14/2011,602,1036325,2/19/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000021-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000021.txt,1400,NJ
606253,4962,AMERICAN EXPRESS CO ,6/14/2011,602,1036325,3/6/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000023-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000023.txt,6199,NY
606493,912893,CENTERPOINT PROPERTIES TRUST ,6/14/2011,602,1036325,3/8/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000024.txt,6798,MD
607993,821189,EOG RESOURCES INC ,6/14/2011,602,1036325,3/20/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000025-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000025.txt,1311,DE
609623,862510,TRANSATLANTIC HOLDINGS INC ,6/14/2011,602,1036325,4/10/2002,DAVIS SELECTED ADVISERS ,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000026-index.htm,https://www.sec.gov/Archives/edgar/data/1036325/0001036325-02-000026.txt,6331,DE
1701,862510,TRANSATLANTIC__HOLDINGS__INC,6/14/2011,602,1036325,NA,DAVIS SELECTED ADVISERS,NA,NA,0,0
605,878720,FAO__INC,5/14/2003,670,1165223,1/17/2002,ROYAL VENDEX KBB N V,0,0,0,0
53613,892038,DIGITAL PRIVACY INC DE ,2/20/2003,1408,1042042,2/27/2001,AUSTOST ANSTALT SCHAAN ,https://www.sec.gov/Archives/edgar/data/1042042/0001042042-01-500002-index.htm,https://www.sec.gov/Archives/edgar/data/1042042/0001042042-01-500002.txt,3571,DE
54516,926978,FREDERICK BREWING CO ,2/20/2003,1408,1042042,6/1/2001,AUSTOST ANSTALT SCHAAN ,https://www.sec.gov/Archives/edgar/data/1042042/0001042042-01-500009-index.htm,https://www.sec.gov/Archives/edgar/data/1042042/0001042042-01-500009.txt,2082,DE
786,1049660,HAVANA__REPUBLIC__INC/FL,2/20/2003,1408,1042042,NA,,NA,NA,0,0
49043,701374,SIX FLAGS INC ,3/13/2002,1010,1033427,2/7/2001,IRIDIAN ASSET MANAGEMENT LLC CT ,https://www.sec.gov/Archives/edgar/data/1033427/0001033427-01-000013-index.htm,https://www.sec.gov/Archives/edgar/data/1033427/0001033427-01-000013.txt,7990,DE
56665,94673,STORAGE TECHNOLOGY CORP ,3/13/2002,1010,1033427,2/1/2002,IRIDIAN ASSET MANAGEMENT LLC CT ,https://www.sec.gov/Archives/edgar/data/1033427/0001033427-02-000041-index.htm,https://www.sec.gov/Archives/edgar/data/1033427/0001033427-02-000041.txt,3572,DE
844,930184,ICN__PHARMACEUTICALS__INC,3/13/2002,1010,1033427,NA,IRIDIAN ASSET MANAGEMENT LLC/CT,NA,NA,0,0
1053,1141719,MAX__RE__CAPITAL__LTD,8/20/2003,1782,1051290,1/31/2002,,0,0,0,0
51754,1057746,ELECTRONICS BOUTIQUE HOLDINGS CORP ,6/3/2002,1209,1079121,2/14/2001,EASTBOURNE CAPITAL MANAGEMENT LLC ADV ,https://www.sec.gov/Archives/edgar/data/1057746/0000935836-01-500132-index.htm,https://www.sec.gov/Archives/edgar/data/1057746/0000935836-01-500132.txt,5734,DE
51981,879106,AUTOIMMUNE INC ,6/3/2002,1209,1079121,2/14/2001,EASTBOURNE CAPITAL MANAGEMENT LLC ADV ,https://www.sec.gov/Archives/edgar/data/1079121/0000935836-01-500129-index.htm,https://www.sec.gov/Archives/edgar/data/1079121/0000935836-01-500129.txt,2836,DE
55528,877902,NEOSE TECHNOLOGIES INC ,6/3/2002,1209,1079121,10/25/2001,EASTBOURNE CAPITAL MANAGEMENT LLC ADV ,https://www.sec.gov/Archives/edgar/data/1079121/0000935836-01-500410-index.htm,https://www.sec.gov/Archives/edgar/data/1079121/0000935836-01-500410.txt,2833,DE
1396,1016289,PYR__ENERGY__CORP,6/3/2002,1209,1079121,NA,,NA,NA,0,0
55899,880026,INSURANCE AUTO AUCTIONS INC CA ,9/6/2005,227,883965,12/12/2001,WEITZ WALLACE R CO ,https://www.sec.gov/Archives/edgar/data/880026/0000891804-01-502343-index.htm,https://www.sec.gov/Archives/edgar/data/880026/0000891804-01-502343.txt,5010,IL
55929,315136,AMERICAN CLASSIC VOYAGES CO ,9/6/2005,227,883965,12/17/2001,WEITZ WALLACE R CO ,https://www.sec.gov/Archives/edgar/data/315136/0000891804-01-502348-index.htm,https://www.sec.gov/Archives/edgar/data/315136/0000891804-01-502348.txt,4400,DE
60729,820736,ORBITAL SCIENCES CORP DE ,9/6/2005,227,883965,3/12/2002,WEITZ WALLACE R CO ,https://www.sec.gov/Archives/edgar/data/820736/0000891804-02-000543-index.htm,https://www.sec.gov/Archives/edgar/data/820736/0000891804-02-000543.txt,3812,DE
1536,701374,SIX__FLAGS__INC,9/6/2005,227,883965,NA,weitz wallace r,NA,NA,0,0
1831,1046209,WARWICK__COMMUNITY__BANCORP__INC,8/13/2002,1387,1039565,2/4/2002,kahn brothers co,0,0,0,0
558991,880026,INSURANCE AUTO AUCTIONS INC CA ,4/3/2002,82,883965,12/12/2001,WEITZ WALLACE R CO ,https://www.sec.gov/Archives/edgar/data/880026/0000891804-01-502343-index.htm,https://www.sec.gov/Archives/edgar/data/880026/0000891804-01-502343.txt,5010,IL
559291,315136,AMERICAN CLASSIC VOYAGES CO ,4/3/2002,82,883965,12/17/2001,WEITZ WALLACE R CO ,https://www.sec.gov/Archives/edgar/data/315136/0000891804-01-502348-index.htm,https://www.sec.gov/Archives/edgar/data/315136/0000891804-01-502348.txt,4400,DE
607291,820736,ORBITAL SCIENCES CORP DE ,4/3/2002,82,883965,3/12/2002,WEITZ WALLACE R CO ,https://www.sec.gov/Archives/edgar/data/820736/0000891804-02-000543-index.htm,https://www.sec.gov/Archives/edgar/data/820736/0000891804-02-000543.txt,3812,DE
1848,54507,WESTERN__RESOURCES__INC__/KS,4/3/2002,82,883965,NA,weitz wallace r,NA,NA,0,0
536415,859307,INTERNATIONAL AIRLINE SUPPORT GROUP INC ,4/30/2002,1553,949119,2/28/2001,MILLER LLOYD I III ,https://www.sec.gov/Archives/edgar/data/859307/0000950123-01-500039-index.htm,https://www.sec.gov/Archives/edgar/data/859307/0000950123-01-500039.txt,5080,DE
536435,885475,PALIGENT INC ,4/30/2002,1553,949119,2/28/2001,MILLER LLOYD I III ,https://www.sec.gov/Archives/edgar/data/885475/0000950123-01-500040-index.htm,https://www.sec.gov/Archives/edgar/data/885475/0000950123-01-500040.txt,2836,DE
541744,870228,SYNERGY BRANDS INC ,4/30/2002,1553,949119,4/12/2001,MILLER LLOYD I III ,https://www.sec.gov/Archives/edgar/data/870228/0000950123-01-500706-index.htm,https://www.sec.gov/Archives/edgar/data/870228/0000950123-01-500706.txt,5141,DE
555342,819939,MEDSTONE INTERNATIONAL INC ,4/30/2002,1553,949119,10/26/2001,MILLER LLOYD I III ,https://www.sec.gov/Archives/edgar/data/819939/0000950123-01-507588-index.htm,https://www.sec.gov/Archives/edgar/data/819939/0000950123-01-507588.txt,3845,DE
613011,906193,KEY TECHNOLOGY INC ,4/30/2002,1553,949119,5/20/2002,MILLER LLOYD I III ,https://www.sec.gov/Archives/edgar/data/906193/0000950123-02-005479-index.htm,https://www.sec.gov/Archives/edgar/data/906193/0000950123-02-005479.txt,3550,OR
613371,917707,NUCENTRIX BROADBAND NETWORKS INC ,4/30/2002,1553,949119,5/30/2002,MILLER LLOYD I III ,https://www.sec.gov/Archives/edgar/data/917707/0000950123-02-005761-index.htm,https://www.sec.gov/Archives/edgar/data/917707/0000950123-02-005761.txt,4841,DE
62059,840216,CALIFORNIA COASTAL COMMUNITIES INC ,4/30/2002,1553,949119,9/4/2002,MILLER LLOYD I III ,https://www.sec.gov/Archives/edgar/data/840216/0000950123-02-008662-index.htm,https://www.sec.gov/Archives/edgar/data/840216/0000950123-02-008662.txt,6552,DE
62855,846615,JPS INDUSTRIES INC ,4/30/2002,1553,949119,12/23/2002,MILLER LLOYD I III ,https://www.sec.gov/Archives/edgar/data/846615/0000950123-02-012190-index.htm,https://www.sec.gov/Archives/edgar/data/846615/0000950123-02-012190.txt,2211,DE
63126,352281,EQUIDYNE CORP ,4/30/2002,1553,949119,1/17/2003,MILLER LLOYD I III ,https://www.sec.gov/Archives/edgar/data/352281/0000950123-03-000435-index.htm,https://www.sec.gov/Archives/edgar/data/352281/0000950123-03-000435.txt,3845,DE
1585,1082923,STAMPS__COM__INC,4/30/2002,1553,949119,NA,miller lloyd iii,NA,NA,0,0
54646,110430,FRONTIER OIL CORP NEW ,10/30/2002,19,1041885,6/12/2001,INGALLS SYNDER LLC ,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-01-500009-index.htm,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-01-500009.txt,2911,WY
55606,831547,NEOTHERAPEUTICS INC ,10/30/2002,19,1041885,11/7/2001,INGALLS SYNDER LLC ,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-01-500019-index.htm,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-01-500019.txt,2834,DE
59127,831547,NEOTHERAPEUTICS INC ,10/30/2002,19,1041885,2/14/2002,INGALLS SNYDER LLC ,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-02-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-02-000012.txt,2834,DE
59128,717605,HEXCEL CORP DE ,10/30/2002,19,1041885,2/14/2002,INGALLS SNYDER LLC ,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-02-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-02-000016.txt,3290,DE
61021,14637,BNS CO ,10/30/2002,19,1041885,4/16/2002,INGALLS SNYDER LLC ,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-02-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-02-000022.txt,3540,DE
61022,14637,BNS CO ,10/30/2002,19,1041885,4/16/2002,INGALLS SNYDER LLC ,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-02-000023-index.htm,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-02-000023.txt,3540,DE
61570,831547,NEOTHERAPEUTICS INC ,10/30/2002,19,1041885,7/3/2002,INGALLS SNYDER LLC ,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-02-000028-index.htm,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-02-000028.txt,2834,DE
62170,94784,BOSTON LIFE SCIENCES INC DE ,10/30/2002,19,1041885,9/17/2002,INGALLS SNYDER LLC ,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-02-000038-index.htm,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-02-000038.txt,2834,DE
62946,875354,AG SERVICES OF AMERICA INC ,10/30/2002,19,1041885,1/9/2003,INGALLS SNYDER LLC ,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-03-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-03-000004.txt,5190,IA
63136,810113,MARITRANS INC DE ,10/30/2002,19,1041885,1/21/2003,INGALLS SNYDER LLC ,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-03-000006-index.htm,https://www.sec.gov/Archives/edgar/data/1041885/0001041885-03-000006.txt,4400,DE
244,14637,BNS__CO,10/30/2002,19,1041885,NA,Ingalls & Snyder LLC,NA,NA,0,0
245,14637,BNS__CO,3/25/2004,20,1265093,2/7/2002,Couchman Partners,0,0,0,0
1599,1073508,STUDENT__ADVANTAGE__INC,10/8/2002,1513,1105784,2/7/2002,SOZZI RAYMOND V JR,0,0,0,0
171,1023364,AUTOBYTEL__INC,9/27/2002,1258,1032874,2/8/2002,"Clearman, Stephen J.",0,0,0,0
59767,315066,SCHWAB CHARLES CORP ,3/6/2002,1547,316709,2/14/2002,FMR CORP ,https://www.sec.gov/Archives/edgar/data/315066/0000315066-02-000947-index.htm,https://www.sec.gov/Archives/edgar/data/315066/0000315066-02-000947.txt,6211,DE
513,1082337,E__LOAN__INC,3/6/2002,1547,316709,NA,Schwab Charles Corp,NA,NA,0,0
976,1071255,LAKES__ENTERTAINMENT__INC,11/20/2002,1504,903291,2/8/2002,,0,0,0,0
60617,1094961,VIROLOGIC INC ,8/1/2002,556,1166904,3/5/2002,DMG ADVISORS LLC ,https://www.sec.gov/Archives/edgar/data/1094961/0000950136-02-000604-index.htm,https://www.sec.gov/Archives/edgar/data/1094961/0000950136-02-000604.txt,2835,DE
60705,746210,WIRE ONE TECHNOLOGIES INC ,8/1/2002,556,1166904,3/11/2002,DMG ADVISORS LLC ,https://www.sec.gov/Archives/edgar/data/1166904/0000950136-02-000653-index.htm,https://www.sec.gov/Archives/edgar/data/1166904/0000950136-02-000653.txt,5065,DE
60737,1040328,CHAMPPS ENTERTAINMENT INC MA ,8/1/2002,556,1166904,3/13/2002,DMG ADVISORS LLC ,https://www.sec.gov/Archives/edgar/data/1040328/0000950136-02-000676-index.htm,https://www.sec.gov/Archives/edgar/data/1040328/0000950136-02-000676.txt,5810,DE
60738,1054183,GLOBAL LIGHT TELECOMMUNICATIONS INC ,8/1/2002,556,1166904,3/13/2002,DMG ADVISORS LLC ,https://www.sec.gov/Archives/edgar/data/1054183/0000950136-02-000677-index.htm,https://www.sec.gov/Archives/edgar/data/1054183/0000950136-02-000677.txt,4899,0
61812,1089717,INTERTRUST TECHNOLOGIES CORP ,8/1/2002,556,1166904,8/2/2002,DMG ADVISORS LLC ,https://www.sec.gov/Archives/edgar/data/1089717/0000950136-02-002244-index.htm,https://www.sec.gov/Archives/edgar/data/1089717/0000950136-02-002244.txt,7371,DE
61836,1080359,ALLOY INC ,8/1/2002,556,1166904,8/6/2002,DMG ADVISORS LLC ,https://www.sec.gov/Archives/edgar/data/1080359/0000950136-02-002263-index.htm,https://www.sec.gov/Archives/edgar/data/1080359/0000950136-02-002263.txt,5961,DE
62809,913756,ORTHOVITA INC ,8/1/2002,556,1166904,12/12/2002,DMG ADVISORS LLC ,https://www.sec.gov/Archives/edgar/data/1166904/0000910680-02-001001-index.htm,https://www.sec.gov/Archives/edgar/data/1166904/0000910680-02-001001.txt,3841,232694857
62939,889992,ORTEC INTERNATIONAL INC ,8/1/2002,556,1166904,1/8/2003,DMG ADVISORS LLC ,https://www.sec.gov/Archives/edgar/data/1166904/0000910680-03-000026-index.htm,https://www.sec.gov/Archives/edgar/data/1166904/0000910680-03-000026.txt,2836,DE
63101,1001868,FIBERNET TELECOM GROUP INC ,8/1/2002,556,1166904,1/17/2003,DMG ADVISORS LLC ,https://www.sec.gov/Archives/edgar/data/1001868/0000910680-03-000040-index.htm,https://www.sec.gov/Archives/edgar/data/1001868/0000910680-03-000040.txt,4813,DE
63130,1001868,FIBERNET TELECOM GROUP INC ,8/1/2002,556,1166904,1/21/2003,DMG ADVISORS LLC ,https://www.sec.gov/Archives/edgar/data/1001868/0000910680-03-000048-index.htm,https://www.sec.gov/Archives/edgar/data/1001868/0000910680-03-000048.txt,4813,DE
1474,847555,SAFLINK__CORP,8/1/2002,556,1166904,NA,dmg advisors llc,NA,NA,0,0
54695,1049049,FLOUR CITY INTERNATIONAL INC ,4/30/2002,1025,1097562,6/21/2001,JDS CAPITAL MANAGEMENT INC ,https://www.sec.gov/Archives/edgar/data/1049049/0001005477-01-003772-index.htm,https://www.sec.gov/Archives/edgar/data/1049049/0001005477-01-003772.txt,3440,NV
61696,813347,KOMAG INC DE ,4/30/2002,1025,1097562,7/15/2002,JDS CAPITAL MANAGEMENT INC ,https://www.sec.gov/Archives/edgar/data/1097562/0001169232-02-000134-index.htm,https://www.sec.gov/Archives/edgar/data/1097562/0001169232-02-000134.txt,3695,DE
1731,933955,TTR__TECHNOLOGIES__INC,4/30/2002,1025,1097562,NA,jds capital management,NA,NA,0,0
226,1030418,BIONX__IMPLANTS__INC,1/23/2003,1291,1027497,2/13/2002,Terrence D Wall,0,0,0,0
897,1016439,INTELLIGROUP__INC,4/23/2002,1213,1026130,2/13/2002,PANDEY ASHOK,0,0,0,0
1294,921046,OWOSSO__CORP,7/15/2002,971,1079149,2/13/2002,,0,0,0,0
1654,1089341,TELECORP__PCS__INC,7/28/2000,1586,1106573,2/13/2002,SULLIVAN THOMAS H,0,0,0,0
501,1086467,DRUGSTORE__COM__INC,5/16/2002,1576,1032458,2/14/2002,Kleiner Perkins Caufield & Byers,0,0,0,0
